Rental_state;Start;End;Revenue;Distance;duration_minute;revenue_minute;revenue_km;car_id;accum_distance;battery_left;reset_flag;segment;running_duration;running_revenue;profitable_minutes;Incentive20;Incentive15;Incentive10;Incentive5
RED;27:57,6;38:23,5;1,89;2;10,43246667;0,181165209;0,945;1;51;74,5;0;1000027;154,21315;33,79;0;-20;-15;-10;-5
RED;28:10,2;47:08,9;3,71;5;18,97855;0,195483849;0,742;1;56;72;0;1000027;173,1917;37,5;0;-20;-15;-10;-5
RED;48:40,6;24:11,9;6,89;11;35,52216667;0,193963394;0,626363636;1;67;66,5;0;1000027;208,7138667;44,39;0;-20;-15;-10;-5
RED;37:56,8;10:34,2;6,07;4;32,62263333;0,186067137;1,5175;1;71;64,5;0;1000027;241,3365;50,46;0;-20;-15;-10;-5
RED;12:02,6;48:09,3;7,38;12;36,11296667;0,20435873;0,615;1;83;58,5;0;1000027;277,4494667;57,84;0;-20;-15;-10;-5
RED;48:54,6;10:54,5;15,31;19;81,99935;0,186708797;0,805789474;1;102;49;0;1000027;359,4488167;73,15;0;-20;-15;-10;-5
RED;11:01,8;23:46,1;2,42;4;12,73891667;0,189969058;0,605;1;106;47;0;1000027;372,1877333;75,57;0;-20;-15;-10;-5
RED;08:16,4;18:39,7;2,02;4;10,38921667;0,194432368;0,505;1;110;45;0;1000027;382,57695;77,59;0;-20;-15;-10;-5
RED;00:37,8;13:32,0;2,62;5;12,9021;0,203067718;0,524;1;115;42,5;0;1000027;395,47905;80,21;0;-20;-15;-10;-5
RED;17:11,2;36:22,5;3,91;5;19,18905;0,203762041;0,782;1;120;40;0;1000027;414,6681;84,12;0;-20;-15;-10;-5
RED;14:42,4;44:54,2;6,05;12;30,19756667;0,200347269;0,504166667;1;132;34;0;1000027;444,8656667;90,17;0;-20;-15;-10;-5
RED;48:14,0;55:33,5;1,61;2;7,324566667;0,219808225;0,805;1;134;33;0;1000027;452,1902333;91,78;0;-20;-15;-10;-5
RED;24:05,9;33:41,9;2,02;3;9,600283333;0,210410457;0,673333333;1;137;31,5;0;1000027;461,7905167;93,8;0;-20;-15;-10;-5
RED;33:55,4;53:52,6;5,21;10;19,9544;0,261095297;0,521;1;147;26,5;0;1000027;481,7449167;99,01;0;-20;-15;-10;-5
RED;55:02,3;01:16,8;1,41;2;6,2413;0,225914473;0,705;1;149;25,5;0;1000027;487,9862167;100,42;0;-20;-15;-10;-5
RED;02:17,3;14:07,2;2,42;4;11,83085;0,204549969;0,605;1;153;23,5;0;1000027;499,8170667;102,84;0;-20;-15;-10;-5
RED;16:33,8;27:10,1;2,22;2;10,60448333;0,209345418;1,11;1;155;22,5;0;1000027;510,42155;105,06;0;-20;-15;-10;-5
RED;59:40,1;06:43,6;1,41;3;7,05805;0,199771892;0,47;1;158;21;0;1000027;517,4796;106,47;0;-20;-15;-10;-5
RED;31:14,9;04:04,9;6,66;14;32,83365;0,202840683;0,475714286;1;14;93;1;1000028;32,83365;6,66;0;-20;-15;-10;-5
RED;20:30,1;38:15,8;3,63;8;17,76193333;0,204369644;0,45375;1;22;89;0;1000028;50,59558333;10,29;0;-20;-15;-10;-5
RED;19:10,9;30:31,6;2,42;6;11,34416667;0,213325498;0,403333333;1;28;86;0;1000028;61,93975;12,71;0;-20;-15;-10;-5
RED;32:39,2;48:12,7;3,03;5;15,55923333;0,194739672;0,606;1;33;83,5;0;1000028;77,49898333;15,74;0;-20;-15;-10;-5
RED;51:22,3;05:17,7;3,65;6;13,92345;0,262147672;0,608333333;1;39;80,5;0;1000028;91,42243333;19,39;0;-20;-15;-10;-5
RED;29:23,2;13:20,4;7,94;4;43,95211667;0,18065114;1,985;1;43;78,5;0;1000028;135,37455;27,33;0;-20;-15;-10;-5
RED;41:38,9;14:26,9;6,36;7;32,7996;0,193904804;0,908571429;1;50;75;0;1000028;168,17415;33,69;0;-20;-15;-10;-5
RED;14:44,0;30:25,8;3,14;5;15,69661667;0,200043109;0,628;1;55;72,5;0;1000028;183,8707667;36,83;0;-20;-15;-10;-5
RED;39:03,4;55:50,6;3,43;6;16,78693333;0,204325587;0,571666667;1;61;69,5;0;1000028;200,6577;40,26;0;-20;-15;-10;-5
RED;18:01,5;34:08,8;4,17;5;16,12135;0,258663201;0,834;1;66;67;0;1000028;216,77905;44,43;0;-20;-15;-10;-5
RED;31:24,8;47:36,2;3,23;6;16,19088333;0,199494983;0,538333333;1;72;64;0;1000028;232,9699333;47,66;0;-20;-15;-10;-5
RED;01:03,6;14:37,4;2,82;6;13,56386667;0,207905317;0,47;1;78;61;0;1000028;246,5338;50,48;0;-20;-15;-10;-5
RED;15:46,7;23:27,3;1,41;3;7,67615;0,183685832;0,47;1;81;59,5;0;1000028;254,20995;51,89;0;-20;-15;-10;-5
RED;24:26,2;31:17,2;1,53;2;6,849066667;0,223388102;0,765;1;83;58,5;0;1000028;261,0590167;53,42;0;-20;-15;-10;-5
RED;32:32,1;51:36,1;3,83;10;19,0659;0,200882203;0,383;1;93;53,5;0;1000028;280,1249167;57,25;0;-20;-15;-10;-5
RED;53:26,1;11:49,7;3,83;8;18,39313333;0,208229883;0,47875;1;101;49,5;0;1000028;298,51805;61,08;0;-20;-15;-10;-5
RED;58:45,3;29:51,8;8,08;13;31,10873333;0,259734137;0,621538462;1;114;43;0;1000028;329,6267833;69,16;0;-20;-15;-10;-5
RED;10:24,8;23:27,7;3,39;6;13,04813333;0,259807278;0,565;1;120;40;0;1000028;342,6749167;72,55;0;-20;-15;-10;-5
RED;41:53,6;58:11,8;4,57;8;16,30346667;0,280308482;0,57125;1;128;36;0;1000028;358,9783833;77,12;0;-20;-15;-10;-5
RED;03:39,3;10:08,8;1,71;3;6,491633333;0,263415987;0,57;1;131;34,5;0;1000028;365,4700167;78,83;0;-20;-15;-10;-5
RED;20:28,6;55:15,5;9,12;24;34,78161667;0,262207478;0,38;1;155;22,5;0;1000028;400,2516333;87,95;0;-20;-15;-10;-5
RED;45:55,2;58:31,7;3,39;4;12,60861667;0,268863753;0,8475;1;159;20,5;0;1000028;412,86025;91,34;0;-20;-15;-10;-5
RED;03:44,1;11:03,3;0,32;0;547,3211333;0,000584666;inf;1;159;20,5;0;1000028;960,1813833;91,66;420,1813833;400,1813833;405,1813833;410,1813833;415,1813833
RED;14:37,7;47:34,2;6,66;7;32,94156667;0,202176177;0,951428571;1;7;96,5;1;1000029;32,94156667;6,66;0;-20;-15;-10;-5
RED;51:02,5;59:24,9;1,82;3;8,373266667;0,217358418;0,606666667;1;10;95;0;1000029;41,31483333;8,48;0;-20;-15;-10;-5
RED;59:13,5;21:01,8;4,44;5;21,8057;0,203616486;0,888;1;15;92,5;0;1000029;63,12053333;12,92;0;-20;-15;-10;-5
RED;25:36,1;39:53,4;2,82;6;14,28905;0,197353918;0,47;1;21;89,5;0;1000029;77,40958333;15,74;0;-20;-15;-10;-5
RED;39:59,5;48:03,9;1,61;3;8,074066667;0,199403853;0,536666667;1;24;88;0;1000029;85,48365;17,35;0;-20;-15;-10;-5
RED;49:22,9;01:55,1;2,42;3;12,53563333;0,19304968;0,806666667;1;27;86,5;0;1000029;98,01928333;19,77;0;-20;-15;-10;-5
RED;50:28,3;04:20,2;2,82;5;13,86476667;0,203393253;0,564;1;32;84;0;1000029;111,88405;22,59;0;-20;-15;-10;-5
RED;38:17,2;57:12,6;13,83;8;78,92341667;0,175233164;1,72875;1;40;80;0;1000029;190,8074667;36,42;0;-20;-15;-10;-5
RED;04:17,8;18:06,7;3,65;4;13,81515;0,264202705;0,9125;1;44;78;0;1000029;204,6226167;40,07;0;-20;-15;-10;-5
RED;32:45,0;48:36,9;3,23;4;15,86463333;0,20359752;0,8075;1;48;76;0;1000029;220,48725;43,3;0;-20;-15;-10;-5
RED;39:01,9;48:34,1;2,86;3;9,536883333;0,299888328;0,953333333;1;51;74,5;0;1000029;230,0241333;46,16;0;-20;-15;-10;-5
RED;55:03,8;09:34,7;3,91;5;14,51581667;0,269361352;0,782;1;56;72;0;1000029;244,53995;50,07;0;-20;-15;-10;-5
RED;07:23,7;16:43,6;1,82;1;9,331283333;0,19504284;1,82;1;57;71,5;0;1000029;253,8712333;51,89;0;-20;-15;-10;-5
RED;25:59,9;41:45,4;3,23;7;15,7595;0,204955741;0,461428571;1;64;68;0;1000029;269,6307333;55,12;0;-20;-15;-10;-5
RED;42:11,1;50:03,7;1,61;3;7,877016667;0,204392103;0,536666667;1;67;66,5;0;1000029;277,50775;56,73;0;-20;-15;-10;-5
RED;57:18,3;05:07,3;1,53;1;7,816616667;0,19573686;1,53;1;68;66;0;1000029;285,3243667;58,26;0;-20;-15;-10;-5
RED;10:33,7;20:26,8;2,02;3;9,885416667;0,204341412;0,673333333;1;71;64,5;0;1000029;295,2097833;60,28;0;-20;-15;-10;-5
RED;22:30,8;35:47,5;2,54;3;13,2794;0,191273702;0,846666667;1;74;63;0;1000029;308,4891833;62,82;0;-20;-15;-10;-5
RED;43:03,5;57:34,3;3,03;4;14,51425;0,208760356;0,7575;1;78;61;0;1000029;323,0034333;65,85;0;-20;-15;-10;-5
RED;24:04,8;29:40,7;1,21;2;5,597583333;0,216164714;0,605;1;80;60;0;1000029;328,6010167;67,06;0;-20;-15;-10;-5
RED;44:13,4;12:24,2;5,65;10;28,18088333;0,200490522;0,565;1;90;55;0;1000029;356,7819;72,71;0;-20;-15;-10;-5
RED;15:20,7;34:17,6;4,95;4;18,94831667;0,261236926;1,2375;1;94;53;0;1000029;375,7302167;77,66;0;-20;-15;-10;-5
RED;41:03,0;00:19,2;3,83;8;19,27138333;0,198740274;0,47875;1;102;49;0;1000029;395,0016;81,49;0;-20;-15;-10;-5
RED;03:07,0;37:19,1;6,4;7;34,20261667;0,187120186;0,914285714;1;109;45,5;0;1000029;429,2042167;87,89;0;-20;-15;-10;-5
RED;46:43,6;52:19,0;1,56;1;5,59005;0,279067271;1,56;1;110;45;0;1000029;434,7942667;89,45;0;-20;-15;-10;-5
RED;57:33,4;12:50,4;3,23;4;15,28293333;0,211346862;0,8075;1;114;43;0;1000029;450,0772;92,68;0;-20;-15;-10;-5
RED;25:43,6;40:04,3;3,03;5;14,34626667;0,211204773;0,606;1;119;40,5;0;1000029;464,4234667;95,71;0;-20;-15;-10;-5
RED;02:26,6;07:16,2;1,3;2;4,826483333;0,269347247;0,65;1;121;39,5;0;1000029;469,24995;97,01;0;-20;-15;-10;-5
RED;22:15,9;31:02,5;2,34;4;8,776583333;0,266618559;0,585;1;125;37,5;0;1000029;478,0265333;99,35;0;-20;-15;-10;-5
RED;23:21,8;32:46,6;2,02;5;9,414116667;0,21457138;0,404;1;130;35;0;1000029;487,44065;101,37;0;-20;-15;-10;-5
RED;11:40,2;29:23,7;3,75;6;17,72561667;0,211558225;0,625;1;136;32;0;1000029;505,1662667;105,12;0;-20;-15;-10;-5
RED;24:22,6;50:33,4;6,77;9;26,1804;0,258590396;0,752222222;1;145;27,5;0;1000029;531,3466667;111,89;0;-20;-15;-10;-5
RED;52:44,8;17:19,2;4,84;9;24,5735;0,19696014;0,537777778;1;154;23;0;1000029;555,9201667;116,73;15,92016667;-4,079833333;0,920166667;5,920166667;10,92016667
RED;42:54,0;54:33,5;2,34;4;11,65901667;0,200703032;0,585;1;158;21;0;1000029;567,5791833;119,07;27,57918333;7,579183333;12,57918333;17,57918333;22,57918333
RED;07:14,9;38:02,5;6,25;11;30,79341667;0,202965461;0,568181818;1;11;94,5;1;1000030;30,79341667;6,25;0;-20;-15;-10;-5
RED;59:35,7;16:02,3;4,48;7;16,4435;0,27244808;0,64;1;18;91;0;1000030;47,23691667;10,73;0;-20;-15;-10;-5
RED;16:29,2;54:26,4;9,7;12;37,954;0,255572535;0,808333333;1;30;85;0;1000030;85,19091667;20,43;0;-20;-15;-10;-5
RED;12:51,3;17:37,1;1,01;2;4,763483333;0,212029712;0,505;1;32;84;0;1000030;89,9544;21,44;0;-20;-15;-10;-5
RED;17:53,0;32:32,7;3,91;4;14,66036667;0,266705471;0,9775;1;36;82;0;1000030;104,6147667;25,35;0;-20;-15;-10;-5
RED;30:28,7;54:16,3;4,76;9;23,79288333;0,200059822;0,528888889;1;45;77,5;0;1000030;128,40765;30,11;0;-20;-15;-10;-5
RED;54:38,4;12:21,8;3,63;7;17,72268333;0,204822257;0,518571429;1;52;74;0;1000030;146,1303333;33,74;0;-20;-15;-10;-5
RED;18:24,4;40:32,3;4,27;8;22,13265;0,192927643;0,53375;1;60;70;0;1000030;168,2629833;38,01;0;-20;-15;-10;-5
RED;52:51,2;00:16,7;27,66;24;127,4258;0,217067501;1,1525;1;84;58;0;1000030;295,6887833;65,67;0;-20;-15;-10;-5
RED;00:58,1;18:12,8;4,29;4;17,24483333;0,248770163;1,0725;1;88;56;0;1000030;312,9336167;69,96;0;-20;-15;-10;-5
RED;19:54,3;26:03,8;1,21;2;6,158566667;0,196474288;0,605;1;90;55;0;1000030;319,0921833;71,17;0;-20;-15;-10;-5
RED;29:32,2;54:50,3;4,96;8;25,30203333;0,196031676;0,62;1;98;51;0;1000030;344,3942167;76,13;0;-20;-15;-10;-5
RED;55:51,6;12:20,5;3,1;5;16,48248333;0,188078455;0,62;1;103;48,5;0;1000030;360,8767;79,23;0;-20;-15;-10;-5
RED;21:59,2;44:29,9;4,64;8;22,51188333;0,206113364;0,58;1;111;44,5;0;1000030;383,3885833;83,87;0;-20;-15;-10;-5
RED;59:46,0;08:25,1;1,82;2;8,652316667;0,210348288;0,91;1;113;43,5;0;1000030;392,0409;85,69;0;-20;-15;-10;-5
RED;21:53,6;27:54,0;1,21;1;6,006966667;0,201432781;1,21;1;114;43;0;1000030;398,0478667;86,9;0;-20;-15;-10;-5
RED;22:37,5;34:51,6;2,42;5;12,23456667;0,197800222;0,484;1;119;40,5;0;1000030;410,2824333;89,32;0;-20;-15;-10;-5
RED;45:49,8;07:05,1;4,24;11;21,25548333;0,199477939;0,385454545;1;130;35;0;1000030;431,5379167;93,56;0;-20;-15;-10;-5
RED;46:40,7;57:32,5;2,22;5;10,8629;0,204365317;0,444;1;135;32,5;0;1000030;442,4008167;95,78;0;-20;-15;-10;-5
RED;59:02,4;13:06,2;2,82;6;14,06328333;0,200522164;0,47;1;141;29,5;0;1000030;456,4641;98,6;0;-20;-15;-10;-5
RED;53:35,2;05:52,4;2,42;8;12,28621667;0,19696869;0,3025;1;149;25,5;0;1000030;468,7503167;101,02;0;-20;-15;-10;-5
RED;33:25,5;36:16,6;0,61;0;2,851516667;0,213921247;inf;1;149;25,5;0;1000030;471,6018333;101,63;0;-20;-15;-10;-5
RED;06:33,8;24:22,6;3,63;9;17,81338333;0,203779368;0,403333333;1;158;21;0;1000030;489,4152167;105,26;0;-20;-15;-10;-5
RED;42:07,8;50:31,5;1,61;3;8,394616667;0,191789579;0,536666667;1;3;98,5;1;1000031;8,394616667;1,61;0;-20;-15;-10;-5
RED;11:18,7;44:17,3;6,66;10;32,9759;0,201965678;0,666;1;13;93,5;0;1000031;41,37051667;8,27;0;-20;-15;-10;-5
RED;06:21,2;31:01,4;4,84;6;24,66956667;0,19619315;0,806666667;1;19;90,5;0;1000031;66,04008333;13,11;0;-20;-15;-10;-5
RED;50:28,8;57:11,7;1,82;2;6,7143;0,271063253;0,91;1;21;89,5;0;1000031;72,75438333;14,93;0;-20;-15;-10;-5
RED;06:14,4;32:41,4;5,45;9;26,45115;0,206040191;0,605555556;1;30;85;0;1000031;99,20553333;20,38;0;-20;-15;-10;-5
RED;38:03,9;48:28,8;2,22;3;10,41468333;0,213160586;0,74;1;33;83,5;0;1000031;109,6202167;22,6;0;-20;-15;-10;-5
RED;48:33,4;05:15,2;3,23;7;16,69625;0,193456615;0,461428571;1;40;80;0;1000031;126,3164667;25,83;0;-20;-15;-10;-5
RED;08:23,7;17:51,8;1,82;3;9,4684;0,192218326;0,606666667;1;43;78,5;0;1000031;135,7848667;27,65;0;-20;-15;-10;-5
RED;19:47,8;39:34,3;4,03;7;19,77493333;0,203793355;0,575714286;1;50;75;0;1000031;155,5598;31,68;0;-20;-15;-10;-5
RED;12:23,4;18:25,3;1,21;1;6,032133333;0,200592383;1,21;1;51;74,5;0;1000031;161,5919333;32,89;0;-20;-15;-10;-5
RED;28:23,7;02:30,4;8,99;13;34,11221667;0,263541947;0,691538462;1;64;68;0;1000031;195,70415;41,88;0;-20;-15;-10;-5
RED;03:54,0;19:39,6;4,57;6;15,76021667;0,289970633;0,761666667;1;70;65;0;1000031;211,4643667;46,45;0;-20;-15;-10;-5
RED;19:47,4;45:02,8;5,04;11;25,25535;0,199561677;0,458181818;1;81;59,5;0;1000031;236,7197167;51,49;0;-20;-15;-10;-5
RED;48:34,3;58:27,2;2,02;2;9,882733333;0,204396894;1,01;1;83;58,5;0;1000031;246,60245;53,51;0;-20;-15;-10;-5
RED;10:29,8;17:45,6;1,41;2;7,263833333;0,194112383;0,705;1;85;57,5;0;1000031;253,8662833;54,92;0;-20;-15;-10;-5
RED;18:57,9;45:53,9;7,46;4;26,93325;0,276981055;1,865;1;89;55,5;0;1000031;280,7995333;62,38;0;-20;-15;-10;-5
RED;09:57,8;21:48,9;2,42;4;11,85153333;0,204192988;0,605;1;93;53,5;0;1000031;292,6510667;64,8;0;-20;-15;-10;-5
RED;22:02,5;39:50,0;3,51;5;17,79306667;0,19726785;0,702;1;98;51;0;1000031;310,4441333;68,31;0;-20;-15;-10;-5
RED;40:55,3;05:05,8;6,11;6;24,17555;0,252734684;1,018333333;1;104;48;0;1000031;334,6196833;74,42;0;-20;-15;-10;-5
RED;06:52,0;17:29,8;2,02;3;10,62978333;0,190032095;0,673333333;1;107;46,5;0;1000031;345,2494667;76,44;0;-20;-15;-10;-5
RED;43:48,5;07:43,3;4,84;8;23,91201667;0,202408691;0,605;1;115;42,5;0;1000031;369,1614833;81,28;0;-20;-15;-10;-5
RED;09:22,5;18:52,7;1,82;3;9,503716667;0,191504026;0,606666667;1;118;41;0;1000031;378,6652;83,1;0;-20;-15;-10;-5
RED;51:06,2;07:20,3;14,73;30;76,23466667;0,193219183;0,491;1;148;26;0;1000031;454,8998667;97,83;0;-20;-15;-10;-5
RED;19:01,7;30:00,0;2,22;3;10,97256667;0,202322763;0,74;1;151;24,5;0;1000031;465,8724333;100,05;0;-20;-15;-10;-5
RED;30:52,7;46:13,9;3,03;6;15,35258333;0,197360922;0,505;1;157;21,5;0;1000031;481,2250167;103,08;0;-20;-15;-10;-5
RED;39:59,4;11:28,7;8,86;12;31,4888;0,281369884;0,738333333;1;12;94;1;1000032;31,4888;8,86;0;-20;-15;-10;-5
RED;18:23,1;36:42,8;3,83;10;18,32981667;0,208949171;0,383;1;22;89;0;1000032;49,81861667;12,69;0;-20;-15;-10;-5
RED;52:23,0;36:37,4;27,99;15;164,2400333;0,1704213;1,866;1;37;81,5;0;1000032;214,05865;40,68;0;-20;-15;-10;-5
RED;08:34,9;13:22,8;1,01;1;4,799066667;0,210457589;1,01;1;38;81;0;1000032;218,8577167;41,69;0;-20;-15;-10;-5
RED;13:23,5;23:31,3;2,14;4;10,13016667;0,211250226;0,535;1;42;79;0;1000032;228,9878833;43,83;0;-20;-15;-10;-5
RED;33:32,8;41:24,5;1,61;2;7,860833333;0,204812891;0,805;1;44;78;0;1000032;236,8487167;45,44;0;-20;-15;-10;-5
RED;51:32,1;12:05,1;3,86;3;20,55005;0,187834093;1,286666667;1;47;76,5;0;1000032;257,3987667;49,3;0;-20;-15;-10;-5
RED;28:51,5;39:02,4;2,86;3;10,18131667;0,280906693;0,953333333;1;50;75;0;1000032;267,5800833;52,16;0;-20;-15;-10;-5
RED;39:08,6;52:24,2;2,62;5;13,26008333;0,197585485;0,524;1;55;72,5;0;1000032;280,8401667;54,78;0;-20;-15;-10;-5
RED;00:06,9;09:25,3;1,82;4;9,30745;0,195542281;0,455;1;59;70,5;0;1000032;290,1476167;56,6;0;-20;-15;-10;-5
RED;36:29,2;44:31,3;2,29;1;8,034733333;0,28501257;2,29;1;60;70;0;1000032;298,18235;58,89;0;-20;-15;-10;-5
RED;55:17,1;58:29,4;34,36;90;123,2054833;0,278883691;0,381777778;1;150;25;0;1000032;421,3878333;93,25;0;-20;-15;-10;-5
RED;59:42,4;20:24,1;4,24;9;20,69485;0,204881891;0,471111111;1;159;20,5;0;1000032;442,0826833;97,49;0;-20;-15;-10;-5
RED;30:48,5;53:08,7;4,44;7;22,33713333;0,198772149;0,634285714;1;7;96,5;1;1000033;22,33713333;4,44;0;-20;-15;-10;-5
RED;44:18,6;47:45,2;0,78;2;3,442583333;0,226574036;0,39;1;9;95,5;0;1000033;25,77971667;5,22;0;-20;-15;-10;-5
RED;33:43,4;35:29,7;0,32;0;1,772633333;0,180522387;inf;1;9;95,5;0;1000033;27,55235;5,54;0;-20;-15;-10;-5
RED;34:34,3;44:11,8;2,02;4;9,624333333;0,209884667;0,505;1;13;93,5;0;1000033;37,17668333;7,56;0;-20;-15;-10;-5
RED;59:47,0;23:29,0;4,64;20;23,70091667;0,195773019;0,232;1;33;83,5;0;1000033;60,8776;12,2;0;-20;-15;-10;-5
RED;37:49,1;43:16,2;1,21;2;5,450466667;0,22199934;0,605;1;35;82,5;0;1000033;66,32806667;13,41;0;-20;-15;-10;-5
RED;01:16,0;15:24,4;4;5;14,14015;0,282882431;0,8;1;40;80;0;1000033;80,46821667;17,41;0;-20;-15;-10;-5
RED;36:36,6;54:08,0;3,43;10;17,52353333;0,195736781;0,343;1;50;75;0;1000033;97,99175;20,84;0;-20;-15;-10;-5
RED;04:43,3;28:59,1;5,04;8;24,26288333;0,207724693;0,63;1;58;71;0;1000033;122,2546333;25,88;0;-20;-15;-10;-5
RED;31:16,6;00:19,3;5,93;14;29,04496667;0,204166184;0,423571429;1;72;64;0;1000033;151,2996;31,81;0;-20;-15;-10;-5
RED;00:24,9;08:53,5;1,82;3;8,475816667;0,214728571;0,606666667;1;75;62,5;0;1000033;159,7754167;33,63;0;-20;-15;-10;-5
RED;52:31,3;05:35,9;2,62;6;13,07645;0,20036019;0,436666667;1;81;59,5;0;1000033;172,8518667;36,25;0;-20;-15;-10;-5
RED;45:29,8;14:27,9;5,85;6;28,9684;0,201944187;0,975;1;87;56,5;0;1000033;201,8202667;42,1;0;-20;-15;-10;-5
RED;28:55,0;20:19,4;12,68;20;51,40586667;0,246664453;0,634;1;107;46,5;0;1000033;253,2261333;54,78;0;-20;-15;-10;-5
RED;49:28,4;59:29,5;1,93;4;10,01838333;0,192645853;0,4825;1;111;44,5;0;1000033;263,2445167;56,71;0;-20;-15;-10;-5
RED;41:36,1;02:08,7;4,24;10;20,54381667;0,206388135;0,424;1;121;39,5;0;1000033;283,7883333;60,95;0;-20;-15;-10;-5
RED;05:59,5;22:05,7;3,23;4;16,10405;0,200570664;0,8075;1;125;37,5;0;1000033;299,8923833;64,18;0;-20;-15;-10;-5
RED;23:53,1;35:51,5;2,42;3;11,9729;0,202123128;0,806666667;1;128;36;0;1000033;311,8652833;66,6;0;-20;-15;-10;-5
RED;44:54,4;53:38,4;1,82;3;8,732283333;0,208422005;0,606666667;1;131;34,5;0;1000033;320,5975667;68,42;0;-20;-15;-10;-5
RED;54:02,1;00:50,9;1,41;3;6,813216667;0,206950706;0,47;1;134;33;0;1000033;327,4107833;69,83;0;-20;-15;-10;-5
RED;06:10,7;20:52,2;2,82;6;14,69135;0,191949685;0,47;1;140;30;0;1000033;342,1021333;72,65;0;-20;-15;-10;-5
RED;22:25,0;43:21,7;4,24;17;20,945;0,202434949;0,249411765;1;157;21,5;0;1000033;363,0471333;76,89;0;-20;-15;-10;-5
RED;55:23,6;07:38,2;3,13;6;12,24363333;0,255643069;0,521666667;1;6;97;1;1000034;12,24363333;3,13;0;-20;-15;-10;-5
RED;21:05,6;58:45,7;9,9;17;37,66821667;0,262821043;0,582352941;1;23;88,5;0;1000034;49,91185;13,03;0;-20;-15;-10;-5
RED;58:55,4;06:32,6;1,61;3;7,619316667;0,211305038;0,536666667;1;26;87;0;1000034;57,53116667;14,64;0;-20;-15;-10;-5
RED;22:42,2;30:27,3;1,41;2;7,751983333;0,181888936;0,705;1;28;86;0;1000034;65,28315;16,05;0;-20;-15;-10;-5
RED;30:55,3;55:00,2;4,84;9;24,0815;0,200984158;0,537777778;1;37;81,5;0;1000034;89,36465;20,89;0;-20;-15;-10;-5
RED;06:30,4;19:10,9;3,39;4;12,67476667;0,267460545;0,8475;1;41;79,5;0;1000034;102,0394167;24,28;0;-20;-15;-10;-5
RED;11:42,4;32:34,0;4,24;19;20,8597;0,203262751;0,223157895;1;60;70;0;1000034;122,8991167;28,52;0;-20;-15;-10;-5
RED;09:36,0;34:25,7;4,84;19;24,82898333;0,194933475;0,254736842;1;79;60,5;0;1000034;147,7281;33,36;0;-20;-15;-10;-5
RED;02:07,6;20:20,8;3,63;6;18,2204;0,19922724;0,605;1;85;57,5;0;1000034;165,9485;36,99;0;-20;-15;-10;-5
RED;25:40,1;46:30,1;4,24;11;20,8333;0,203520326;0,385454545;1;96;52;0;1000034;186,7818;41,23;0;-20;-15;-10;-5
RED;11:04,0;25:10,4;2,82;5;14,10708333;0,199899578;0,564;1;101;49,5;0;1000034;200,8888833;44,05;0;-20;-15;-10;-5
RED;25:43,6;33:59,4;1,61;3;8,263616667;0,194829947;0,536666667;1;104;48;0;1000034;209,1525;45,66;0;-20;-15;-10;-5
RED;18:38,0;25:30,8;1,41;2;6,879966667;0,204942853;0,705;1;106;47;0;1000034;216,0324667;47,07;0;-20;-15;-10;-5
RED;06:15,2;19:21,5;2,5;3;13,10561667;0,190757907;0,833333333;1;109;45,5;0;1000034;229,1380833;49,57;0;-20;-15;-10;-5
RED;27:06,0;39:48,8;2,62;3;12,71395;0,206072857;0,873333333;1;112;44;0;1000034;241,8520333;52,19;0;-20;-15;-10;-5
RED;39:51,7;51:43,0;3,43;3;11,85605;0,289303773;1,143333333;1;115;42,5;0;1000034;253,7080833;55,62;0;-20;-15;-10;-5
RED;59:51,2;12:42,9;2,62;4;12,86166667;0,203706103;0,655;1;119;40,5;0;1000034;266,56975;58,24;0;-20;-15;-10;-5
RED;19:52,9;29:02,4;1,82;2;9,158383333;0,19872503;0,91;1;121;39,5;0;1000034;275,7281333;60,06;0;-20;-15;-10;-5
RED;24:31,4;33:03,4;2,34;2;8,533783333;0,27420429;1,17;1;123;38,5;0;1000034;284,2619167;62,4;0;-20;-15;-10;-5
RED;50:42,4;00:59,4;2,61;4;10,28373333;0,25379888;0,6525;1;127;36,5;0;1000034;294,54565;65,01;0;-20;-15;-10;-5
RED;04:15,7;17:33,8;2,82;5;13,30256667;0,211989165;0,564;1;132;34;0;1000034;307,8482167;67,83;0;-20;-15;-10;-5
RED;20:34,7;26:30,5;13,85;15;65,93031667;0,210070279;0,923333333;1;147;26,5;0;1000034;373,7785333;81,68;0;-20;-15;-10;-5
RED;08:46,2;19:43,9;2,22;4;10,96226667;0,202512862;0,555;1;151;24,5;0;1000034;384,7408;83,9;0;-20;-15;-10;-5
RED;50:52,0;05:45,4;3,03;5;14,89006667;0,203491366;0,606;1;156;22;0;1000034;399,6308667;86,93;0;-20;-15;-10;-5
RED;07:10,3;15:54,5;1,82;3;8,735216667;0,208352016;0,606666667;1;159;20,5;0;1000034;408,3660833;88,75;0;-20;-15;-10;-5
RED;19:06,4;48:32,4;5,85;19;29,43413333;0,198748845;0,307894737;1;19;90,5;1;1000035;29,43413333;5,85;0;-20;-15;-10;-5
RED;55:44,3;10:47,8;3,23;7;15,05768333;0,214508429;0,461428571;1;26;87;0;1000035;44,49181667;9,08;0;-20;-15;-10;-5
RED;28:54,8;45:13,7;3,23;6;16,31418333;0,197987232;0,538333333;1;32;84;0;1000035;60,806;12,31;0;-20;-15;-10;-5
