Rental_state,Start,End,Revenue,Distance,duration_minute,revenue_minute,revenue_km,car_id,battery_left,profitable_minutes,Incentive20,Incentive15,Incentive10,Incentive5
RED,2017-04-08 21:38:32.806,2017-04-08 21:43:33.000,1.01,2,5.003233333333333,0.2018694577506546,0.505,8,29.5,36.99630000000002,16.99630000000002,21.99630000000002,26.99630000000002,31.99630000000002
RED,2017-04-08 21:47:50.733,2017-04-08 22:04:02.590,3.23,6,16.197616666666665,0.19941205341938167,0.5383333333333333,8,26.5,53.19391666666672,33.19391666666672,38.19391666666672,43.19391666666672,48.19391666666672
RED,2017-04-08 22:23:33.776,2017-04-08 22:28:54.067,1.56,2,5.338183333333333,0.2922342494793797,0.78,8,25.5,58.532100000000014,38.532100000000014,43.532100000000014,48.532100000000014,53.532100000000014
RED,2017-04-08 22:34:39.384,2017-04-08 22:50:23.336,3.31,1,15.732533333333333,0.21039205383324577,3.31,8,25.0,74.26463333333334,54.264633333333336,59.264633333333336,64.26463333333334,69.26463333333334
RED,2017-04-08 23:35:14.508,2017-04-08 23:52:07.570,3.43,7,16.88436666666667,0.20314650041162335,0.49000000000000005,8,21.5,91.149,71.149,76.149,81.149,86.149
RED,2017-04-11 20:06:29.093,2017-04-11 20:17:23.453,2.87,3,10.906,0.2631578947368421,0.9566666666666667,8,56.0,0.12993333333338342,-19.870066666666617,-14.870066666666617,-9.870066666666617,-4.870066666666617
RED,2017-04-11 20:31:42.659,2017-04-11 20:38:46.277,1.41,2,7.0603,0.19970822769570698,0.705,8,55.0,7.190233333333367,-12.809766666666633,-7.809766666666633,-2.8097666666666328,2.1902333333333672
RED,2017-04-11 22:10:06.879,2017-04-11 22:24:36.930,3.03,5,14.500850000000002,0.20895326825668836,0.606,8,52.5,21.69108333333338,1.6910833333333812,6.691083333333381,11.691083333333381,16.69108333333338
RED,2017-04-12 07:25:39.700,2017-04-12 07:45:31.563,4.03,6,19.864383333333333,0.20287566607907118,0.6716666666666667,8,49.5,41.55546666666669,21.55546666666669,26.55546666666669,31.55546666666669,36.55546666666669
RED,2017-04-12 08:18:27.077,2017-04-12 08:38:37.414,4.03,6,20.172283333333333,0.19977906979626336,0.6716666666666667,8,46.5,61.727750000000015,41.727750000000015,46.727750000000015,51.727750000000015,56.727750000000015
RED,2017-04-12 08:42:16.218,2017-04-12 09:00:45.062,3.83,6,18.480733333333333,0.20724285832813272,0.6383333333333333,8,43.50000000000001,80.20848333333333,60.208483333333334,65.20848333333333,70.20848333333333,75.20848333333333
RED,2017-04-12 09:14:00.952,2017-04-12 09:18:07.937,1.14,1,4.116416666666667,0.27693989513533207,1.14,8,43.00000000000001,84.32489999999996,64.32489999999996,69.32489999999996,74.32489999999996,79.32489999999996
RED,2017-04-12 12:56:06.832,2017-04-12 13:13:42.273,3.21,1,17.590683333333335,0.1824829620983077,3.21,8,42.50000000000001,101.9155833333333,81.9155833333333,86.9155833333333,91.9155833333333,96.9155833333333
RED,2017-04-12 13:27:54.235,2017-04-12 13:42:00.245,2.82,5,14.100166666666667,0.19999763596174985,0.564,8,40.0,116.01575000000003,96.01575000000003,101.01575000000003,106.01575000000003,111.01575000000003
RED,2017-04-12 15:06:48.661,2017-04-12 15:38:25.794,6.08,4,31.618883333333333,0.19229015572445368,1.52,8,38.0,147.63463333333334,127.63463333333334,132.63463333333334,137.63463333333334,142.63463333333334
RED,2017-04-12 15:40:15.960,2017-04-12 15:57:38.557,3.63,4,17.376616666666667,0.208901425958448,0.9075,8,36.0,165.01125000000002,145.01125000000002,150.01125000000002,155.01125000000002,160.01125000000002
RED,2017-04-12 16:41:04.375,2017-04-12 17:28:15.982,13.71,13,47.19345,0.2905064156148788,1.0546153846153847,8,29.5,212.2047,192.2047,197.2047,202.2047,207.2047
RED,2017-04-12 17:29:10.872,2017-04-12 17:40:29.025,2.22,5,11.30255,0.19641585305970777,0.44400000000000006,8,27.0,223.50725,203.50725,208.50725,213.50725,218.50725
RED,2017-04-12 18:45:39.721,2017-04-12 18:59:36.361,2.82,4,13.943999999999999,0.20223752151462995,0.705,8,25.0,237.45124999999996,217.45124999999996,222.45124999999996,227.45124999999996,232.45124999999996
RED,2017-04-12 19:11:57.525,2017-04-12 19:28:06.590,3.23,7,16.151083333333336,0.19998658500719763,0.4614285714285714,8,21.5,253.60233333333338,233.60233333333338,238.60233333333338,243.60233333333338,248.60233333333338
RED,2017-04-15 13:17:54.623,2017-04-15 13:54:15.089,6.38,4,36.3411,0.17555880256789147,1.595,8,39.5,15.724283333333346,-4.2757166666666535,0.7242833333333465,5.7242833333333465,10.724283333333346
RED,2017-04-15 13:58:10.653,2017-04-15 14:05:46.477,1.61,2,7.597066666666667,0.21192390045280635,0.805,8,38.5,23.321350000000052,3.321350000000052,8.321350000000052,13.321350000000052,18.321350000000052
RED,2017-04-15 14:25:20.968,2017-04-15 14:50:53.410,5.24,17,25.5407,0.205162740253791,0.30823529411764705,8,30.0,48.86205000000007,28.862050000000067,33.86205000000007,38.86205000000007,43.86205000000007
RED,2017-04-15 16:41:14.248,2017-04-15 17:08:21.320,5.65,14,27.117866666666664,0.20834972269205054,0.4035714285714286,8,23.0,75.97991666666667,55.97991666666667,60.97991666666667,65.97991666666667,70.97991666666667
RED,2017-04-15 17:44:36.521,2017-04-15 17:55:11.572,2.87,4,10.584183333333334,0.2711593242117562,0.7175,8,21.0,86.56410000000005,66.56410000000005,71.56410000000005,76.56410000000005,81.56410000000005
RED,2017-04-23 16:56:52.462,2017-04-23 18:04:23.501,13.02,9,67.51731666666667,0.1928394172457979,1.4466666666666665,8,21.0,22.16509999999994,2.1650999999999385,7.1650999999999385,12.165099999999939,17.16509999999994
RED,2017-05-06 08:57:16.721,2017-05-06 09:03:16.323,1.21,2,5.993366666666666,0.2018898671308836,0.605,8,24.0,3.5560166666666646,-16.443983333333335,-11.443983333333335,-6.443983333333335,-1.4439833333333354
